metric,scope,dimensions,unit,description,chart_type,labels,plugin,module
anomalies.probability,,one dimension per probability,probability,Anomaly Probability,line,,python.d.plugin,anomalies
anomalies.anomaly,,one dimension per anomaly,count,Anomaly,stacked,,python.d.plugin,anomalies
